process_no,process_name,row_no,document_name,document_code,active_revision,approval_date,expiry_date,source_file
5,Обеспечение и контроль качества,,"Правила поведения в боксах микробиологического подразделения ДКК, соблюдения персоналом личной гигиены",СОП-554,2,07.08.2023 г.,07.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Калибровка мерной посуды,СОП-555,1,17.02.2025 г.,17.02.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации электрического дистиллятора серии YA-ZD-5,СОП-556,1,25.12.2023 г.,25.12.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Микробиологический контроль готовых лекарственных средств,СОП-557,2,07.02.2023 г.,07.02.2029 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Порядок хранения и обращения с арбитражными образцами,СОП-558,2,01.02.2025 г.,01.02.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура проведения валидации аналитических методик,СОП-559,1,28.08.2023 г.,28.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Порядок работы на ультрофиолетовом спектрофотометре 756 PC,ДПСК-560,0,14.09.2023 г.,14.09.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Анализ алюминевый фольги,СОП-561,2,08.06.2023 г.,08.06.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Тестер плавления «WRS – 1C»,ДПСК-562,0,02.12.2024 г.,02.12.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Контроль очистки технологического оборудования,СОП-563,1,03.07.2023 г.,03.07.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Однородность дозированных единиц,СОП-564,0,01.11.2023 г.,01.11.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Анализ дезинфицирующих растворов,СОП-565,1,14.08.2023 г.,14.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Лабораторные pH 210,ДПСК-566,0,09.03.2022 г.,09.03.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура по приготовлению и хранению рабочих стандартных образцов,СОП-567,1,14.06.2023 г.,14.06.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Входной контроль и анализ дезинфицирующих средств, вспомогательных материалов",СОП-568,1,04.09.2023 г.,04.09.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Требования к техническим средствам,ДПСК-569,0,30.04.2022 г.,30.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Требования к персоналу лаборатории ДКК,ДПСК-570,0,11.04.2022 г.,11.04.2025 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура по рассмотрению запросов и договоров,ДПСК-571,0,11.04.2022 г.,11.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Процедура по обращению с изделиями, подлежащим к испытаниям",ДПСК-572,0,13.04.2022 г.,13.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Технический паспорт контрольно-аналитической лаборатории,ДПСК-573,0,12.05.2022 г.,12.05.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Требование к структуре,ДПСК-574,0,13.04.2022 г.,13.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура по отбору образцов,ДПСК-575,0,11.04.2022 г.,11.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Требование к помещениям и условиям окружающей среды,ДПСК-576,0,13.04.2022 г,13.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура отбора и контроль качества полиэтиленовых мешков,СОП-577,1,29.03.2024 г.,29.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура микробиологического контроля воды питьевой,СОП-578,1,09.08.2024 г.,09.08.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Микробиологический контроль чистоты дез. растворов,СОП-579,1,30.08.2024 г.,30.08.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по использованию водонагревателя Аристон RТТ WH 1.5 /30,ДПСК-580,0,27.02.2023 г.,27.02.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по использованию Камеры стабильности LABONCE 250SD,ДПСК-581,0,18.04.2023 г.,18.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура валидации процесса (PV),СОП-582,0,24.03.2023 г.,24.03.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Валидация складских зон,СОП-582/1,0,07.04.2023 г.,07.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Квалификация лабораторного оборудования,СОП-582/2,0,12.06.2023 г.,12.06.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Квалификация технологического оборудования,СОП-582/3,0,02.08.2023 г.,02.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Разработка,согласование , утверждение и обращение протоколов валидации техногологического процесса",СОП-583,0,27.03.2023 г.,27.03.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Разработка,согласование , утверждение и обращение отчетов валидации техногологического процесса",СОП-584,0,27.03.2023 г.,27.03.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Политика валидации и квалификации на предприятии,СОП-585,0,27.03.2023 г.,27.03.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Оценка результативности процесса обучения,компетентности и работы сотрудников",СОП-586,0,10.05.2023 г.,10.05.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура квалификации аусторсингового испытательного центра,СОП-587,0,12.04.2023 г.,12.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура по подготовке пробы на анализ в аутсорсинговой Испытательный центр,СОП-588,0,12.04.2023 г.,12.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Квалификация помещений,СОП-589,0,18.07.2023 г.,18.07.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура подготовки помещений для отбора проб,СОП-590,0,01.06.2023 г.,01.06.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Отбор проб упаковочных материалов,СОП-591,0,03.07.2023 г.,03.07.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Очистка и обслуживание колонок для работы на ВЭЖХ,СОП-592,0,18.10.2023 г.,18.10.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Проверка пригодности хроматографической системы,СОП-593,0,01.06.2023 г.,01.06.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура обучения и квалификации стажера/аналитика,СОП-594,0,02.08.2023 г.,02.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Процедура разработки спецификации,СОП-595,1,12.03.2024 г.,12.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Микроскоп N-800 Meidentorf №140773,СОП-596,0,24.11.2023 г.,24.11.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Правила работы на «счетчике колоний -J2»,СОП-597,0,24.11.2023 г.,24.11.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Разработка спецификаций (URS)на закупку средств измерений,оборудования и материалов",СОП-598,0,11.10.2023 г.,11.10.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Выпуск серии в гражданский оборот,СОП-599,0,05.02.2024 г.,05.02.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Прибор по определению растворения таблеток и капсул «PT-DT70» № 29375,СОП-5001,0,28.02.2024 г.,28.02.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Инструкция по эксплуатации. Прибор по определению распадаемости таблеток и капсул«PTZ AVTO-2» № 40162,СОП-5002,0,28.02.2024 г.,28.02.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Трансфер аналитических методик,СОП-5003,0,11.03.2024 г.,11.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Микробиологический контроль питательных средств на ростовые свойства,СОП-5004,0,02.07.2024 г.,02.07.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Правила работы на Инкубаторе DH65L,СОП-5005,0,22.09.2024 г.,22.09.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,Спецификации сырья,Спецификации сырья,Спецификации сырья,Спецификации сырья,Спецификации сырья,Спецификации сырья,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Спецификация на промежуточную и не расфасрванную продукцию Зетрол, капсулы 250, 500 мг",SPC/INT.P/001/24,1,18.03.2024 г.,18.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Спецификация на промежуточную и не расфасрванную продукцию Генезис MR, таблетки с модифицированным высвобождением 30, 60 мг",SPC/INT.P/002/24,1,18.03.2024 г.,18.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Спецификация на промежуточную и не расфасрванную продукцию Тигралис, таблетки, покрытые оболочкой 5мг, 10 мг, 20 мг",SPC/INT.P/003/24,1,18.03.2024 г.,18.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Спецификация на промежуточную и не расфасрванную продукцию Эн-ура, таблетки, покрытые оболочкой 5мг, 10 мг",SPC/INT.P/004/24,1,18.03.2024 г.,18.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,Спецификация на субстанцию. Тадалафил,SPC/CУБ/005/23,1,11.12.2023 г.,11.12.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Спецификация на промежуточную и не расфасрванную продукцию Новтор, таблетки, покрытые оболочкой 5мг, 10 мг, 20 мг",SPC/INT.P/006/24,1,18.03.2024 г.,18.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Спецификация на промежуточную и не расфасрванную продукцию Валун, таблетки, покрытые оболочкой 5мг/80мг, 5/160 мг, 10/160 мг",SPC/INT.P/007/24,1,18.03.2024 г.,18.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Спецификация на промежуточную и не расфасрванную продукцию Кинолокс, таблетки, покрытые оболочкой 400 мг",SPC/INT.P/008/24,1,18.03.2024 г.,18.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Спецификация на промежуточную и не расфасрванную продукцию Риваксажен, таблетки, покрытые оболочкой 10мг, 15 мг, 20 мг",SPC/INT.P/009/24,1,18.03.2024 г.,18.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
5,Обеспечение и контроль качества,,"Спецификация на промежуточную и не расфасрванную продукцию Ципрофин, таблетки, покрытые оболочкой 250 мг, 500 мг",SPC/INT.P/010/24,1,18.03.2024 г.,18.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_501_Контрольный_перечень_процесса_№5.docx
