process_no,process_name,row_no,document_name,document_code,active_revision,approval_date,expiry_date,source_file
1,Планирование и управление,1,Процесс планирование и управление,П-1,1,25.08.2022 г.,25.08.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,2,Контрольный перечень внутренней документации процесса №1,ДСК-101,3,10.02.2026 г.,-,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,3,Цели предприятия в области качества,ДСК-102,1,10.02.2025 г.,-,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,4,Политика в области качества,ДСК-103,2,23.01.2023г.,-,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,5,Контексты предприятия,ДСК-104,0,21.04.2022 г.,21.04.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,6,Орг. структура предприятия,ДСК-105,4,01.12.2025 г.,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,7,Свободный,ДСК-106,0,,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,8,Руководство по качеству,РК-108,2,07.12.2023 г.,07.12.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,9,Процедура управления документацией,ПСК-1,4,05.01.2024 г.,05.01.2027 г,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,10,Процедура управления записями,ПСК-2,2,17.02.2023 г.,17.02.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,11,Процедура проведения внутреннего аудита/самоинспекции,ПСК-3,2,01.04.2022 г.,01.04.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,12,Процедура управления несоответствующей продукцией,ПСК-4,0,05.08.2023 г.,05.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,13,Процедура проведения корректирующих и предупреждающих действий,ПСК-5,2,20.12.2023 г.,20.12.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,14,Процедура управления рисками,ПСК-6,3,01.05.2024 г.,01.05.2027 г..,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,15,Валидационный Мастер План (VMP),ПСК-7,1,24.02.2025 г.,24.02.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,16,Процедура управления и контроля изменений,ПСК-8,1,14.08.2023 г.,14.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,17,Процедура обращения с отходами ЛС,ПСК-9,1,26.02.2024 г.,26.02.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,18,Процедура управления отклонениями,ПСК-10,0,04.05.2023 г.,04.05.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,19,Оценка поставщиков,ПСК-11,0,11.09.2023 г.,11.09.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,20,"Правила встречи и поведения аудиторов, инспекторов и гостей предприятия",СОП-108,1,07.01.2021 г.,02.01.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,21,Отзыв продукции,СОП-109,2,01.02.2024 г.,01.02.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,22,Site Master File (Информация о предприятии),ДСК-110,2,03.12.2025 г.,-,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,23,Положение о Фармаконадзоре,СОП-111,0,11.08.2023 г.,11.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,24,Рекламация,СОП-112,0,14.05.2025 г.,14.05.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,25,"Порядок приёма, хранения и уничтожения архивных документов",СОП-113,1,18.02.2025 г.,18.02.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,26,Разработка стандартной операционной процедуры (СОП),СОП-114,1,18.02.2025 г.,18.02.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,27,Контрольный перечень законодательной документации,ДСК-115,0,06.08.2023 г.,06.08.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,28,Процедура по разработке Анализа со стороны руководства,СОП-116,0,06.05.2024 г.,06.05.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,29,Санитарно-гигиеническая программа,ДПСК-117,2,23.02.2025 г.,23.02.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,30,Программа проведения аудитов/самоинспекций,(Прил. Ф-1 к ПСК-3),3,11.02.2026 г.,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,31,Система нумерации активов,СОП-118,0,19.11.2025 г.,19.11.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,32,Перечень подписей сотрудников,СОП – 119,0,02.12.2025 г.,02.12.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,33,Приготовление SMF,СОП – 120,0,01.12.2025 г.,01.12.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
1,Планирование и управление,34,Правила ведения записей,СОП – 121,0,06.02.2026 г.,06.02.2029 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_102_Ред_2_Контрольный_перечень_18.docx
2,Маркетинг и сбыт готовой продукции,1,Процесс маркетинга и сбыта готовой продукции,П-2,1,25.08.2022 г,25.08.2028 г,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,2,Контрольный перечень внутренней документации,ДПСК-201,3,11.02.2025 г.,-,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,3,Перечень записей,ДПСК-202,1,20.02.2025 г.,20.02.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,4,Анкета оценки удовлетворенности потребителя,ДПСК -203,0,25.08.2022,-,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,5,"Инструкция о порядке приёма, транспортировки и передачи товарно-материальных ценностей водителями",ДПСК-204,2,13.08.2024 г,13.08.2026 г,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,6,Порядок приема готовой и возвратной продукции на склад ГП,СОП-205,4,02.12.2024 г.,02.12.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,7,Порядок хранения и выдачи остатков упаковочных материалов и печатной продукции,СОП-206,5,02.12.2024 г.,02.12.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,8,"Перечень складов сырья, субстанций и вспомогательных веществ, упаковочных материалов и печатной продукции",ДПСК-207,1,22.09.2023 г.,-,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,9,Подготовка складских и вспомогательных помещений,СОП-208,2,03.05.2024 г.,03.05.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,10,"Процедура по обеспечению сохранности ЛС при транспортировке, погрузке–разгрузке и складировании на хранение",СОП-209,10,06.02.2024 г.,03.05.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,11,Эксплуатация поддонов (паллетов),СОП-210,1,28.02.2023 г.,28.02.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,12,Схема расположение ловушек для насекомых и грызунов на складе субстанций и упаковочных материалов.,ДПСК-211,2,01.03.2024 г.,-,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,13,Схема расположение ловушек для насекомых и грызунов на складе карантина и готовой продукции,ДПСК-212,0,20.11.2024 г.,-,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,14,Процедура по борьбе с грызунами и насекомыми,СОП - 213,1,11.03.2024 г.,11.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,15,"Инструкция по эксплуатации воздушно-тепловой завесы BALLU модели BHC-H20T24-PS и GZ THEODOOR TECH Co., LTD",ДПСК - 214,0,31.03.2024 г.,31.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,16,Инструкция по эксплуатации. Весы электронные типа «TCS - B» сер. № 0719001,ДПСК - 215,0,13.01.2024 г.,13.01.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,17,Инструкция по эксплуатации кондиционеров SHIVAKI модели SIA2-F60HE для поддержания температуры в складских помещениях,ДПСК - 216,0,02.04.2024 г.,02.04.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,18,Процедура регистрации температуры и относительной влажности в складских помещениях,СОП-217,1,30.04.2025 г.,30.04.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,19,Инструкция по эксплуатации кондиционеров Artel модели S18B STAAF18HE-C1 для поддержания температуры в складских помещениях,ДПСК-218,0,19.08.2022 г.,19.08.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,20,Инструкция по эксплуатации кондиционеров BERLING модели BACS-H24A4/LHRI для поддержания температуры в складских помещениях,ДПСК-219,0,19.08.2022 г.,19.08.2028 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,21,Порядок переодевания складских сотрудников,СОП-220,0,20.04.2023 г.,20.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,22,"Правила поведения в складских помещениях, соблюдение персоналом личной гигиены",СОП-221,1,03.05.2024 г.,03.05.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,23,Инструкция по эксплуатации. Психрометрический гигрометр типа «ВИТ-1» и «ВИТ-2»,ДПСК-222,0,04.04.2023 г.,04.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,24,Правила по обращению с бракованным и просроченным сырьем и материалом,СОП-223,0,20.04.2023 г.,20.04.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,25,Процедура по утилизации просроченной готовой продукции,СОП-224,1,03.06.2024 г.,03.06.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,26,Инструкция по эксплуатации. Холодильный шкаф модели POLAIR серии СM110-S,ДПСК-225,0,04.05.2023 г.,04.05.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,27,Порядок обращения с транспортировочными боксами,СОП-226,1,16.03.2023 г.,16.03.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,28,Порядок обращения с возвратной готовой продукции,СОП-227,0,10.05.2023 г.,10.05.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,29,Аудит поставщиков,СОП-228,0,11.09.2023 г.,11.09.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,30,Инструкция по эксплуатации.Весы электронные «HUAZHI» модели « PTY-B3200»,ДПСК-229,0,01.05.2023 г.,01.05.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,31,СОП-230 Сегрегация и хранение материалов,СОП-230,0,26.03.2024 г.,26.03.2027 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
2,Маркетинг и сбыт готовой продукции,32,СОП-231. Эксплуатация стеллажей,СОП-231,0,17.02.2025 г.,17.02.2028 г..,C:\Users\User\Downloads\Telegram Desktop\ДПСК_201_Контрольный_перечень_документации_ред_2_.docx
3,Управление закупками,1,Процесс управления закупками,П-3,2,25.08.2022,25.08.2028,C:\Users\User\Downloads\Telegram Desktop\ДПСК_301_Контрольный_перечень_документации.docx
3,Управление закупками,2,Контрольный перечень внутренней документации,ДПСК-301,3,24.02.2025,24.02.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_301_Контрольный_перечень_документации.docx
3,Управление закупками,4,Таможенное оформление и порядок приема товарно-материальных ценностей на таможенный склад,СОП-303,0,20.08.2023,20.08.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_301_Контрольный_перечень_документации.docx
3,Управление закупками,5,Спецификация для закупа и контроля уборочного инвентаря для помещений класса чистоты D,ДПСК-304,0,17.09.2023,17.09.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_301_Контрольный_перечень_документации.docx
3,Управление закупками,6,Спецификация для закупа и контроля дезинфицирующих средств для помещений класса чистоты D,ДПСК-305,0,17.09.2023,17.09.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_301_Контрольный_перечень_документации.docx
3,Управление закупками,7,Спецификация для закупа и контроля моющих средств для чистых помещений класса чистоты D,ДПСК-306,0,17.09.2023,17.09.2026,C:\Users\User\Downloads\Telegram Desktop\ДПСК_301_Контрольный_перечень_документации.docx
4,Производство продукции,1,Процесс производства продукции,П-4,4,4,17.05.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,2,Контрольный перечень внутренней документации,ДПСК-401,3,3,11.02.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,3,Перечень записей,ДПСК-402,2,2,11.02.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,4,Нормы расхода сырья и упаковочных материалов для производства препарата Эмплина 10мг/5мг и 25мг/5 мг,ДПСК-403,1,1,14.03.2025 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,5,"Технологический процесс производства таблеток «Эмфлазин» таблетки, покрытые оболочкой 10 мг, 25 мг в цехе",СОП-404,1,1,24.10.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,6,Нормы расхода материалов для производства в месяц по цеху №1,ДПСК-405,1,1,13.08.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,7,Перечень дефектов при фасовке и упаковке лекарственных средств,ДПСК-406,0,0,13.08.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,8,"Краткое описание технологического процесса производства, фасовки и упаковки таблеток/капсул",СОП-407,4,4,03.05.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,9,Процесс деблистеровки таблеток и капсул,СОП-408,0,0,13.08.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,10,"Порядок присвоения номера серии, даты производства и срока годности лекарственных препаратов",СОП-409,3,3,17.05.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,11,Приготовление рабочих и дезинфицирующих растворов и определение концентрации дезинфицирующих растворов,СОП-410,1,1,11.08.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,12,Подготовка производственных помещений цеха №1,СОП-411,2,2,14.03.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,13,"Правила поведения в производственных помещениях, соблюдения персоналом личной гигиены",СОП-412,1,1,05.04.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,14,"Подготовка тех. оборудования, тех. оснастки, и ёмкостей, инструмента и грузоподъемных механизмов цеха №1",СОП-413,0,0,21.08.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,15,Порядок упаковки лекарственных средств и порядок сдачи на склад готовой продукции,СОП-414,1,1,06.06.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,16,Порядок приёма сырья и упаковочных материалов в цех и возврата остатков после изготовления серии на склад сырья и упаковочных материалов,СОП-415,5,5,02.12.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,17,Порядок действий производственного персонала при отключении электроэнергии,СОП-416,1,1,19.05.2025 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,18,Порядок переодевания и правила ношения технологической одежды,СОП-417,1,1,25.08.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,19,Нормы расхода сырья и упаковочных материалов для производства препарата Зинтер таблетки 10 мг №30,ДПСК-418,1,1,28.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,20,Нормы расхода сырья и упаковочных материалов для производства препарата Зетрол капсулы 250 мг №6,ДПСК-419,2,2,25.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,21,Нормы расхода сырья и упаковочных материалов для производства препарата Зетрол капсулы 500 мг №3,ДПСК-420,2,2,25.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,22,"«Нормы расхода сырья и упаковочных материалов для производства препарата «Саваген» таблетки, покрытые оболочкой 50мг, 100мг, 200 мг №30»",ДПСК-421,0,0,16.09.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,23,Инструкция по эксплуатации. Весы электронные типа ВА2204N,СОП-422,0,0,25.04.2025 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,24,Инструкция по эксплуатации тестера для проверки блистеров на герметичность,СОП -423,0,0,03.12.2025 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,25,Порядок действий при выходе относительной влажности в цехе за предел,СОП -424,0,0,10.07.2025 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,26,Контроль использования алюминиевой фольги Alu/Alu на блистерных линиях,СОП -425,0,0,01.08.2025 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,27,"Технологический процесс производства таблеток «Брелор» таблетки, покрытые оболочкой 60 мг, 90 мг в цехе",СОП-426,0,0,26.05.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,28,"Нормы расхода сырья и упаковочных материалов для производства препарата «Брелор» таблетки, покрытые оболочкой 60 мг, 90 мг №30",ДПСК-426/1,0,0,22.05.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,29,Свободный,ДПСК-427,,,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,30,Свободный,ДПСК-428,,,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,31,Свободный,ДПСК-429,,,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,32,Технологический процесс производства таблеток «Зинтер» таблетки 10 мг,СОП-430,1,1,29.10.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,33,Технологический процесс производства капсул «Зетрол» капсулы 250 мг в цехе №1,СОП-431,1,1,28.10.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,34,Технологический процесс производства капсул «Зетрол» капсулы 500 мг в цехе №1,СОП-432,1,1,28.10.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,35,Инструкция по эксплуатации Анализатор влажности ВМ-50-1,СОП-433,0,0,27.03.2025 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,36,Инструкция по эксплуатации и калибровки прибора для определения твердости таблеток модели TNT-2,СОП-434,0,0,26.12.2025 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,37,"Подготовка, выдача и контроль BMR",СОП-435,0,0,06.02.2026 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,38,Свободный,СОП-436,,,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,39,Свободный,СОП-437,,,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,40,Свободный,СОП-438,,,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,41,Свободный,СОП-439,,,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,42,Свободный,СОП-440,,,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,43,Свободный,СОП-441,,,,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,44,"Контроль при производстве лекарственного средства (таблеток, капсул)",СОП-442,3,3,04.11.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,45,Порядок подготовки технологической одежды,СОП-443,1,1,17.10.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,46,Инструкция по эксплуатации. Весы электронные типа DL-200 зав.№ 018740187,ДПСК-444,0,0,05.11.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,47,Инструкция по эксплуатации. Весы электронные «BWS100K5»,ДПСК-445,0,0,01.03.2024 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,48,Проведение дезинфекции чистых помещений (фумигация),СОП-446,0,0,12.01.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,49,Разработка НД по наименованию ЛС и подготовка регистрационного досье,СОП-447,0,0,03.09.2023 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
4,Производство продукции,50,"Нормы расхода сырья и упаковочных материалов для производства препарата «Эмфлазин» таблетки, покрытые оболочкой 10 мг, 25 мг №30",ДПСК-448,1,1,25.11.2022 г.,C:\Users\User\Downloads\Telegram Desktop\ДПСК_401_Ред_2_Контрольный_перечень_документации_2.docx
